name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,40,10,30,25.0,2.092050209205021
CountNestedDepth,135,28,107,20.74074074074074,5.857740585774058
CountNestedMethods,100,39,61,39.0,8.158995815899582
CountFunctions,1397,229,1168,16.39226914817466,47.90794979079498
IsFunction,208,31,177,14.903846153846153,6.485355648535565
CountFunctionParameters,423,38,385,8.983451536643026,7.949790794979079
CountHigherOrderCalls,1133,203,930,17.917034421888793,42.46861924686193
CountFunctionCalls,204,32,172,15.686274509803921,6.694560669456067
CountCurrying,245,28,217,11.428571428571429,5.857740585774058
CountPatternMatching,492,133,359,27.03252032520325,27.824267782426777
CountLazyValues,36,6,30,16.666666666666664,1.2552301255230125
CountParameterLists,234,38,196,16.23931623931624,7.949790794979079
FunctionalScoreCount,1769,308,1461,17.410966647823628,64.43514644351464
CountVariables,253,47,206,18.57707509881423,9.832635983263598
CountVariableDefinitions,51,12,39,23.52941176470588,2.510460251046025
CountInnerVariableAssignment,64,19,45,29.6875,3.9748953974895396
CountOuterVariableUsage,211,34,177,16.113744075829384,7.112970711297072
CountOuterVariableAssignment,119,20,99,16.80672268907563,4.184100418410042
CountSideEffects,816,172,644,21.07843137254902,35.98326359832636
IsSideEffect,527,86,441,16.318785578747626,17.99163179916318
CountSideEffectCalls,592,157,435,26.52027027027027,32.84518828451883
CountSideEffectFunctions,100,48,52,48.0,10.0418410041841
ImperativeScoreCount,856,174,682,20.327102803738317,36.40167364016737
HasPointsCount,2262,367,1895,16.224580017683465,76.77824267782427
ParadigmScoreCount,1899,252,1647,13.270142180094787,52.719665271966534
