name,count,mean,std
CountCurrying,9,0.0148588410104011,0.1674341775241226
CountFunctionCalls,9,0.0440812283308568,0.2567655473114204
CountFunctionParameters,9,0.0526264908825057,0.2671471503946159
CountFunctions,9,0.6277860326894502,1.7121149503890885
CountHigherOrderCalls,9,0.4389327275144103,1.3347765497535864
CountInnerVariableAssignment,9,0.0408432147562582,0.3719404273740933
CountLazyValues,9,0.0291975224508957,0.2778498820459368
CountNestedDepth,9,0.0397818134022651,0.2044327932957233
CountNestedMethods,9,0.1032398692162885,0.57618409815786
CountOuterVariableAssignment,9,0.0101703534197813,0.2185087359391685
CountOuterVariableUsage,9,0.0541304300203728,0.6177846268913121
CountParameterLists,9,0.1845704906073317,0.4068042814036901
CountPatternMatching,9,0.330193432495783,1.1628225324081318
CountRecursiveCalls,9,0.022883295194508,0.2119373644422782
CountSideEffectCalls,9,0.2809224318658281,1.3474509315470211
CountSideEffectFunctions,9,0.0284183554623806,0.2556595916484616
CountSideEffects,9,0.648316502004425,3.4478800660232305
CountVariableDefinitions,9,0.0230312035661218,0.2514346895927732
CountVariables,9,0.2394674448294729,1.9140093264909488
FunctionalScoreCount,9,1.9195146111936603,4.415397308041354
HasPointsCount,9,0.6146472218436236,0.4763941799127362
ImperativeScoreCount,9,1.4231417993822428,7.211756272091223
IsFunction,9,0.021050024764735,0.1435688884671517
IsSideEffect,9,0.0994642441183321,0.2993191901252298
ParadigmScoreCount,9,0.4249151088178072,0.536456469298399
