name,tn,fp,fn,tp,r2,precision,recall,mcc
IsRecursive,1060,36,50,22,-0.27291159772911633,37.93103448275862,30.555555555555557,0.3019223447044899
IsNested,1096,0,72,0,-0.06569343065693456,0.0,0.0,0.0
HasNestedMethods,1008,88,41,31,-0.9093673965936744,26.05042016806723,43.05555555555556,0.2784872320370001
HasFunctions,753,343,19,53,-4.358069748580699,13.383838383838384,73.61111111111111,0.2149882196707583
IsFunction,8,1088,0,72,-15.103811841038123,6.206896551724138,100.0,0.021285162495541722
HasFunctionParameters,1016,80,56,16,-1.0129764801297654,16.666666666666664,22.22222222222222,0.13067522679195281
HasHigherOrderCalls,782,314,19,53,-3.928832116788322,14.441416893732969,73.61111111111111,0.23295004340310227
HasFunctionCalls,1026,70,53,19,-0.8205596107055966,21.34831460674157,26.38888888888889,0.18131754129114158
HasCurrying,1088,8,70,2,-0.15450121654501237,20.0,2.7777777777777777,0.05345835017110648
HasPatternMatching,794,302,18,54,-3.736415247364153,15.168539325842698,75.0,0.24789130921555358
HasLazyValues,1047,49,38,34,-0.2877128953771293,40.963855421686745,47.22222222222222,0.400191764813679
HasMultipleParameterLists,902,194,38,34,-2.433901054339011,14.912280701754385,47.22222222222222,0.1791341890721519
FunctionalScoreBool,844,252,22,50,-3.0555555555555562,16.55629139072848,69.44444444444444,0.2551591396200466
HasVariables,1007,89,42,30,-0.9389699918897003,25.210084033613445,41.66666666666667,0.26671903062530633
HasVariableDefinitions,1054,42,59,13,-0.49493106244931107,23.636363636363637,18.055555555555554,0.16149058427307883
HasInnerVariableAssignment,1055,41,59,13,-0.4801297648012981,24.074074074074073,18.055555555555554,0.163950853958218
HasOuterVariableUsage,1039,57,49,23,-0.5689375506893759,28.749999999999996,31.944444444444443,0.2546442134759805
HasOuterVariableAssignment,1031,65,48,24,-0.6725466342254667,26.96629213483146,33.33333333333333,0.24840411257473682
HasSideEffects,744,352,11,61,-4.3728710462287115,14.769975786924938,84.72222222222221,0.2646388683560893
IsSideEffect,939,157,29,43,-1.7530413625304142,21.5,59.72222222222222,0.2898343629739133
HasSideEffectCalls,784,312,14,58,-3.8252230332522315,15.675675675675677,80.55555555555556,0.26928381655490596
HasSideEffectFunctions,1020,76,41,31,-0.7317518248175185,28.971962616822427,43.05555555555556,0.3011512729571531
ImperativeScoreBool,900,196,22,50,-2.2266828872668296,20.32520325203252,69.44444444444444,0.3041317797924308
HasPointsBool,474,622,5,67,-8.280413625304138,9.724238026124818,93.05555555555556,0.17751923392505878
ParadigmScoreBool,703,393,22,50,-5.142538523925387,11.286681715575622,69.44444444444444,0.166482669555602
