name,count,mean,std
FunctionalScoreBool,9,1.6634995439343263,1.7403574850267256
HasCurrying,9,0.0312404986318029,0.1739736488306209
HasFunctionCalls,9,0.0915931894192763,0.2884617859568344
HasFunctionParameters,9,0.1007145028884159,0.3009617529089044
HasFunctions,9,0.4841986455981941,0.4921216552532238
HasHigherOrderCalls,9,0.3772348033373063,0.4848389373415458
HasInnerVariableAssignment,9,0.0487156775907883,0.2153206750801627
HasLazyValues,9,0.0506401956553013,0.2192697532235058
HasMultipleParameterLists,9,0.2370021283064761,0.4252597626744415
HasNestedMethods,9,0.1297968397291196,0.3362696043576613
HasOuterVariableAssignment,9,0.0160401002506265,0.1256401724654803
HasOuterVariableUsage,9,0.0470798569725864,0.2118728302146439
HasPatternMatching,9,0.3047945205479452,0.4605175274039168
HasPointsBool,9,0.6692491060786651,0.4706237717857686
HasSideEffectCalls,9,0.2302483069977426,0.421229496303916
HasSideEffectFunctions,9,0.064367816091954,0.2455481697774837
HasSideEffects,9,0.337471783295711,0.4731143801630217
HasVariableDefinitions,9,0.0406320541760722,0.197547808844539
HasVariables,9,0.0798569725864123,0.2711524529797953
ImperativeScoreBool,9,1.110609480812641,1.7816263346939387
IsFunction,9,0.0560200668896321,0.2299692129349597
IsNested,9,0.0,0.0
IsRecursive,9,0.0327291037260825,0.1779330966373808
IsSideEffect,9,0.1712328767123287,0.3768736962316974
ParadigmScoreBool,9,0.4845053635280095,0.5669790114585729
