commit,faults,path,SwitchCount,MaxStretch,MaxStretchNormalized,MinStretch,MinStretchNormalized,AvgStretch,AvgStretchNormalized
HEAD,0,package zio - class CustomExecutorBenchmark - method defaultExecutor,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class CustomExecutorBenchmark - method customExecutor,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class CustomExecutorBenchmark - method defaultExecutorInitBoth,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class CustomExecutorBenchmark - method customExecutorInitBoth,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class CustomExecutorBenchmark - method zioFib,0.0,10.0,1.0,10.0,1.0,10.0,1.0
HEAD,0,package zio - class CustomExecutorBenchmark - method zioFib - method fib,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package zio - trait RuntimePlatformSpecific - method enableLoomBasedExecutor,0.0,7.0,1.0,7.0,1.0,7.0,1.0
HEAD,0,package zio - trait RuntimePlatformSpecific - method enableAutoBlockingExecutor,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package zio - object IsReloadableMacros - method derive,0.0,153.0,1.0,153.0,1.0,153.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method +:,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class NonEmptyChunk - method :+,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class NonEmptyChunk - method ++,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class NonEmptyChunk - method append,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class NonEmptyChunk - method appended,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class NonEmptyChunk - method asBitsInt,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method asBitsLong,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method asBits,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method equals,0.0,5.0,1.0,5.0,1.0,5.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method flatMap,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method flatten,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method groupBy,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method groupMap,5.0,6.0,0.46153846153846156,2.0,0.15384615384615385,4.0,0.3076923076923077
HEAD,0,package zio - class NonEmptyChunk - method hashCode,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class NonEmptyChunk - method map,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method mapAccum,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method mapAccumZIO,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method mapZIO,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method mapZIOPar,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method materialize,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class NonEmptyChunk - method prepend,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class NonEmptyChunk - method prepended,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class NonEmptyChunk - method reduceMapLeft,5.0,6.0,0.6666666666666666,1.0,0.1111111111111111,2.6666666666666665,0.2962962962962963
HEAD,0,package zio - class NonEmptyChunk - method reduceMapRight,5.0,6.0,0.6666666666666666,1.0,0.1111111111111111,2.6666666666666665,0.2962962962962963
HEAD,0,package zio - class NonEmptyChunk - method toChunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class NonEmptyChunk - method toCons,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class NonEmptyChunk - method toString,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class NonEmptyChunk - method zip,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method zipAll,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method zipAllWith,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method zipWith,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - class NonEmptyChunk - method zipWithIndex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - class NonEmptyChunk - method zipWithIndexFrom,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object NonEmptyChunk - method apply,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object NonEmptyChunk - method fromChunk,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - object NonEmptyChunk - method fromCons,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package zio - object NonEmptyChunk - method fromIterable,0.0,10.0,1.0,10.0,1.0,10.0,1.0
HEAD,0,package zio - object NonEmptyChunk - method fromIterableOption,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object NonEmptyChunk - method single,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object NonEmptyChunk - method unapplySeq,0.0,5.0,1.0,5.0,1.0,5.0,1.0
HEAD,0,package zio - object NonEmptyChunk - method unapplySeq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object NonEmptyChunk - method toChunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object NonEmptyChunk - method nonEmpty,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package stream - class ZSink - method |,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package stream - class ZSink - method <*>,0.0,8.0,1.0,8.0,1.0,8.0,1.0
HEAD,0,package stream - class ZSink - method <&>,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package stream - class ZSink - method *>,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package stream - class ZSink - method &>,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package stream - class ZSink - method <*,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package stream - class ZSink - method <&,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package stream - class ZSink - method as,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package stream - class ZSink - method collectAll,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,1,package stream - class ZSink - method collectAllWhileWith,0.0,34.0,1.0,34.0,1.0,34.0,1.0
HEAD,0,package stream - class ZSink - method collectAllWhileWith - method loop,0.0,15.0,1.0,15.0,1.0,15.0,1.0
HEAD,0,package stream - class ZSink - method collectLeftover,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package stream - class ZSink - method contramap,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package stream - class ZSink - method contramapChunks,0.0,11.0,1.0,11.0,1.0,11.0,1.0
HEAD,0,package stream - class ZSink - method contramapChunksZIO,0.0,11.0,1.0,11.0,1.0,11.0,1.0
HEAD,0,package stream - class ZSink - method contramapZIO,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package stream - class ZSink - method dimap,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package stream - class ZSink - method dimapChunks,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package stream - class ZSink - method dimapChunksZIO,0.0,5.0,1.0,5.0,1.0,5.0,1.0
